2,43000056,3,54704200,1974,9,1.02,12.9916531,80.2311257,3.27,0.117,0,0.096,1,,
1,43023002,0.0009153725,-0.009800991,-0.008358426,-0.1532185,-0.4464282,-9.848951,0,0,41.44609,1,1,1000,1000,
5,43032896,0.37,25,0,0,,,,,,,,,,
1,43062898,0.001462396,-0.01424529,0.004752947,-0.245698,-0.3288771,-9.757961,0,0,41.44651,1,1,1000,1000,
4,43080190,-161,-347,53,63,-108,44,0,0,0,1,43080174,,,
5,43082991,0.3,25,0,0,,,,,,,,,,
3,43083040,0.1215059,101142.4,37.33,-0.1368487,43083,0,35,,,,,,,
1,43142974,0.003054204,-0.002730786,-0.001852992,-0.3616821,-0.2765302,-9.687081,0,0,41.44701,1,1,1000,1000,
4,43180522,-160,-347,53,63,-108,44,0,0,0,1,43180509,,,
5,43183206,0.28,25,0,0,,,,,,,,,,
3,43183248,0.008477159,101143.7,37.33,-0.3435015,43183,0,35,,,,,,,
1,43183404,0.008594788,-0.001896323,-0.004232111,-0.1015361,-0.4018136,-9.876345,0,0,41.44701,1,1,1000,1000,
6,43186138,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,43200247,3,54704400,1974,9,1.02,12.9916531,80.2311258,3.28,0.127,0,0.032,1,,
1,43222873,0.0006777048,-0.007501641,0.004971797,-0.04046757,-0.5730156,-9.872823,0,0,41.44724,1,1,1000,1000,
5,43233080,0.36,25,0,0,,,,,,,,,,
1,43262887,-0.002452627,-0.01272396,0.01075745,-0.1186883,-0.3389814,-9.755956,0,0,41.44744,1,1,1000,1000,
4,43280256,-160,-347,54,63,-108,44,0,0,0,1,43280243,,,
5,43282972,0.28,25,0,0,,,,,,,,,,
3,43283013,0.1667175,101141.9,37.34,-0.3956008,43283,0,35,,,,,,,
6,43286123,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,43302884,0.00550154,-0.009131016,0.01328277,-0.2327567,-0.1796915,-9.711902,0,0,41.44764,1,1,1000,1000,
5,43332910,0.39,25,0,0,,,,,,,,,,
1,43343178,0.004198447,-0.000960391,0.01232989,-0.3567822,-0.2314017,-9.608875,0,0,41.44791,1,1,1000,1000,
4,43380441,-161,-347,54,63,-108,44,0,0,0,1,43380427,,,
5,43382996,0.29,25,0,0,,,,,,,,,,
3,43383092,0.07629443,101143,37.33,-0.2534317,43383,0,35,,,,,,,
1,43383212,0.003113293,0.005983273,0.003520387,-0.2131586,-0.2167503,-9.692324,0,0,41.44789,1,1,1000,1000,
6,43386286,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,43400257,3,54704600,1974,9,1.02,12.9916531,80.2311259,3.32,0.094,0,0.113,1,,
1,43422885,0.003862727,0.007984113,-0.001258335,-0.07555526,-0.3235669,-9.796903,0,0,41.44949,1,1,1000,1000,
5,43433070,0.38,25,0,0,,,,,,,,,,
1,43462993,-0.003841123,-0.0007111286,0.001671163,0.006853473,-0.5102595,-9.699527,0,0,41.45009,1,1,1000,1000,
4,43480223,-161,-348,54,63,-108,44,0,0,0,1,43480167,,,
5,43482945,0.29,25,0,0,,,,,,,,,,
3,43482986,0.302352,101140.4,37.34,0.04245656,43482,0,35,,,,,,,
5,43532934,0.37,25,0,0,,,,,,,,,,
1,43542846,-0.004120584,-0.00101869,-0.008944747,-0.2780809,-0.2669379,-9.499695,0,0,41.44751,1,1,1000,1000,
4,43580428,-161,-347,55,63,-108,44,0,0,0,1,43580415,,,
5,43583101,0.28,25,0,0,,,,,,,,,,
3,43583142,0.2486633,101141,37.34,0.3687931,43583,0,35,,,,,,,
1,43583262,-0.0004432329,-0.001128927,-0.00367618,-0.4342702,-0.2422635,-9.464094,0,0,41.44416,1,1,1000,1000,
6,43586197,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,43600161,3,54704800,1974,9,1.02,12.9916531,80.231126,3.35,0.096,0,0.002,1,,
1,43622893,-0.0007788152,0.006809687,0.0007509025,-0.5927818,-0.314639,-9.439075,0,0,41.43941,1,1,1000,1000,
5,43632937,0.37,25,0,0,,,,,,,,,,
1,43662984,0.0005140413,0.01023411,-0.003525525,-0.4386193,-0.3474573,-9.530883,0,0,41.43341,1,1,1000,1000,
4,43680250,-161,-348,54,63,-108,44,0,0,0,1,43680236,,,
5,43683132,0.27,25,0,0,,,,,,,,,,
3,43683174,0.302352,101140.4,37.35,0.569741,43683,0,35,,,,,,,
6,43686142,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,43703004,-0.004869279,0.00604249,-0.006888558,-0.3107511,-0.3471158,-9.62827,0,0,41.42709,1,1,1000,1000,
5,43732860,0.39,25,0,0,,,,,,,,,,
1,43742917,0.0004073388,-0.0008450398,-0.007335017,-0.3160087,-0.3978758,-9.728909,0,0,41.4217,1,1,1000,1000,
4,43780496,-162,-348,54,63,-108,44,0,0,0,1,43780482,,,
5,43783093,0.28,25,0,0,,,,,,,,,,
3,43783134,0.5058038,101138.1,37.35,0.5942841,43783,0,35,,,,,,,
1,43783298,-0.0006829305,-0.00607989,-0.009188345,-0.2336758,-0.4607606,-9.780384,0,0,41.41669,1,1,1000,1000,
6,43785984,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,43800333,3,54705000,1974,9,1.02,12.9916531,80.2311261,3.37,0.083,0,0.056,1,,
1,43822995,-0.001177848,-0.01006685,-0.01033531,-0.3038621,-0.437132,-9.782393,0,0,41.41235,1,1,1000,1000,
5,43832932,0.37,25,0,0,,,,,,,,,,
1,43862916,0.001461745,-0.0122822,0.003316703,-0.4812867,-0.4703847,-9.730989,0,0,41.40872,1,1,1000,1000,
4,43880246,-161,-349,55,63,-108,44,0,0,0,1,43879956,,,
5,43883015,0.28,25,0,0,,,,,,,,,,
3,43883063,0.2062775,101141.5,37.35,0.5492492,43883,0,35,,,,,,,
1,43903095,0.002079929,-0.002048407,0.01995251,-0.4399654,-0.3088816,-9.711637,0,0,41.40567,1,1,1000,1000,
5,43932917,0.35,25,0,0,,,,,,,,,,
1,43942982,0.002977469,0.001429095,0.02062923,-0.3381117,-0.2309263,-9.750085,0,0,41.40376,1,1,1000,1000,
4,43980680,-161,-347,52,63,-108,44,0,0,0,1,43980666,,,
5,43983042,0.27,25,0,0,,,,,,,,,,
3,43983126,0.3842978,101139.5,37.35,0.3782395,43983,0,35,,,,,,,
1,43983260,0.004477765,0.006858457,0.004922213,-0.1615276,-0.1855474,-9.748696,0,0,41.40379,1,1,1000,1000,
6,43986116,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,44000330,3,54705200,1974,9,1.02,12.9916531,80.2311261,3.35,0.019,0,0.039,1,,
1,44022909,0.005334448,0.001052983,-0.007808752,0.006279211,-0.2665562,-9.817636,0,0,41.40382,1,1,1000,1000,
5,44032900,0.39,25,0,0,,,,,,,,,,
1,44063089,0.002393341,-0.000488606,-0.010491,0.04944331,-0.4415696,-9.857417,0,0,41.40378,1,1,1000,1000,
4,44080207,-163,-347,53,63,-108,44,0,0,0,1,44080194,,,
5,44083173,0.29,25,0,0,,,,,,,,,,
3,44083215,0.2232318,101141.3,37.36,-0.005257098,44083,0,35,,,,,,,
6,44086171,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,44102896,-0.003259985,-0.007400456,-0.006497199,-0.0658512,-0.5817282,-9.777546,0,0,41.40368,1,1,1000,1000,
5,44132918,0.39,25,0,0,,,,,,,,,,
1,44142885,-0.007637926,-0.006019424,0.006196653,-0.2816141,-0.4230708,-9.566967,0,0,41.40427,1,1,1000,1000,
4,44180478,-164,-347,54,63,-108,44,0,0,0,1,44180465,,,
5,44182997,0.27,25,0,0,,,,,,,,,,
3,44183054,0.1723689,101141.9,37.36,-0.3125953,44183,0,35,,,,,,,
1,44183174,-0.004114038,-0.000331887,0.01831242,-0.4355932,-0.1826369,-9.40427,0,0,41.406,1,1,1000,1000,
6,44185999,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,44200341,3,54705400,1974,9,1.02,12.9916532,80.2311261,3.34,0.032,0,0.043,1,,
1,44222862,-0.003258521,0.008106786,0.01495928,-0.5363719,-0.02572606,-9.335077,0,0,41.40587,1,1,1000,1000,
5,44233060,0.35,25,0,0,,,,,,,,,,
1,44263001,-0.001002657,0.01056878,-0.007986726,-0.4308985,-0.06766114,-9.388651,0,0,41.40477,1,1,1000,1000,
4,44280158,-161,-347,53,63,-108,44,0,0,0,1,44280145,,,
5,44282963,0.28,25,0,0,,,,,,,,,,
3,44283004,0.01695432,101143.6,37.36,-0.4796382,44282,0,35,,,,,,,
6,44286272,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,44302886,0.001745917,0.005456234,-0.02760055,-0.2500848,-0.2806042,-9.632339,0,0,41.404,1,1,1000,1000,
5,44332966,0.37,25,0,0,,,,,,,,,,
1,44342768,-0.002517628,-0.008568989,-0.02632333,-0.223088,-0.5425513,-9.824087,0,0,41.40368,1,1,1000,1000,
4,44380561,-163,-347,58,63,-108,44,0,0,0,1,44380547,,,
5,44382859,0.29,25,0,0,,,,,,,,,,
3,44383055,0.3871236,101139.5,37.37,-0.6054736,44383,0,35,,,,,,,
1,44383222,-0.002723993,-0.00828946,-0.01355313,-0.1946804,-0.7845119,-9.810017,0,0,41.40363,1,1,1000,1000,
6,44385998,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,44400306,3,54705600,1974,9,1.02,12.9916534,80.231126,3.34,0.144,0,0.078,1,,
1,44422972,-0.005295723,-0.01339397,0.002780238,-0.2587511,-0.6903544,-9.734055,0,0,41.40368,1,1,1000,1000,
5,44432982,0.36,25,0,0,,,,,,,,,,
1,44463037,-7.64E-05,-0.0088346,0.02644279,-0.3636921,-0.4272483,-9.652667,0,0,41.40424,1,1,1000,1000,
4,44479991,-159,-347,61,63,-108,44,0,0,0,1,44479978,,,
5,44482942,0.28,25,0,0,,,,,,,,,,
3,44482983,0.6188326,101136.9,37.37,-0.1912574,44482,0,35,,,,,,,
6,44486215,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,44502796,0.001152996,-0.006714325,0.03160306,-0.4821306,-0.1265782,-9.585632,0,0,41.40509,1,1,1000,1000,
5,44533116,0.38,25,0,0,,,,,,,,,,
1,44542950,0.006366825,0.004113796,0.01381021,-0.431383,-0.04845157,-9.659921,0,0,41.40528,1,1,1000,1000,
4,44580641,-158,-345,64,63,-108,44,0,0,0,1,44580627,,,
5,44583080,0.29,25,0,0,,,,,,,,,,
3,44583122,0.4040779,101139.3,37.37,0.8374757,44583,0,35,,,,,,,
1,44583491,0.005604481,0.006387758,-0.011507,-0.2424028,-0.108751,-9.755129,0,0,41.40548,1,1,1000,1000,
1,44662880,0.001117253,0.005782469,-0.01142855,-0.04743205,-0.5704921,-9.848608,0,0,41.40746,1,1,1000,1000,
4,44679950,-157,-347,67,63,-108,44,0,0,0,1,44679937,,,
5,44682973,0.28,25,0,0,,,,,,,,,,
3,44683014,0.231709,101141.2,37.38,1.23272,44683,0,35,,,,,,,
6,44686093,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,44702839,-0.006221815,-0.001094601,-0.001962751,0.02508332,-0.5954601,-9.771449,0,0,41.4082,1,1,1000,1000,
5,44733034,0.51,25,0,0,,,,,,,,,,
1,44742920,-0.011078,-0.004448039,0.008783236,-0.1056019,-0.4417514,-9.590698,0,0,41.40814,1,1,1000,1000,
4,44780615,-156,-348,75,63,-108,44,0,0,0,1,44780602,,,
5,44783053,3.78,25,0,0,,,,,,,,,,
3,44783307,0.05651439,101143.2,37.38,0.2580605,44783,0,35,,,,,,,
1,44783430,-0.005633955,-0.002305203,0.01448357,-0.4117454,-0.1579184,-9.415723,0,0,41.40722,1,1,1000,1000,
6,44786036,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,44800337,3,54706000,1974,9,1.02,12.9916537,80.2311262,3.41,0.045,0,0.1,1,,
1,44822995,-0.004942212,-0.0007217139,0.008199686,-0.5122222,-0.1013726,-9.460836,0,0,41.406,1,1,1000,1000,
5,44832949,4.73,25,0,0,,,,,,,,,,
1,44863005,-0.003243289,0.00454824,-0.01122755,-0.6267931,-0.09761192,-9.473143,0,0,41.40445,1,1,1000,1000,
4,44880157,-153,-349,79,63,-108,44,0,0,0,1,44880144,,,
5,44882956,0.36,25,0,0,,,,,,,,,,
3,44882998,0.322132,101140.2,37.38,-0.9197648,44882,0,35,,,,,,,
6,44886125,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,44902933,-0.002778572,0.004138228,-0.02082031,-0.5336959,-0.2705165,-9.630183,0,0,41.40285,1,1,1000,1000,
5,44933211,0.39,25,0,0,,,,,,,,,,
1,44942858,-0.0005690054,0.002230027,-0.01234573,-0.4255667,-0.4702112,-9.70505,0,0,41.40159,1,1,1000,1000,
4,44980507,-155,-346,78,63,-108,44,0,0,0,1,44980494,,,
5,44983066,0.3,25,0,0,,,,,,,,,,
3,44983108,0.2175804,101141.4,37.39,-0.9669259,44983,0,35,,,,,,,
1,44983287,4.72E-05,0.0007640694,-0.0006697117,-0.2386696,-0.5122647,-9.778023,0,0,41.4015,1,1,1000,1000,
1,45023063,-0.002407084,-0.01074776,-0.00113616,-0.08560576,-0.5050118,-9.836424,0,0,41.40118,1,1,1000,1000,
5,45032959,0.36,25,0,0,,,,,,,,,,
1,45062962,0.0003938308,-0.008772552,0.006523638,-0.1722809,-0.4817101,-9.675209,0,0,41.39983,1,1,1000,1000,
4,45080015,-152,-344,83,63,-108,44,0,0,0,1,45080001,,,
5,45082938,0.3,25,0,0,,,,,,,,,,
3,45083165,0.3645178,101139.7,37.39,-0.170467,45083,0,35,,,,,,,
6,45086111,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,45102953,-0.001404637,-0.01297274,0.008662421,-0.1726454,-0.3960396,-9.674048,0,0,41.39851,1,1,1000,1000,
5,45132946,0.53,25,0,0,,,,,,,,,,
1,45142888,-0.002195163,-0.007299243,0.01150916,-0.2433391,-0.3321867,-9.7356,0,0,41.3964,1,1,1000,1000,
4,45180859,-152,-344,86,63,-108,44,0,0,0,1,45180845,,,
5,45182942,4.53,25,0,0,,,,,,,,,,
3,45182984,0.4097293,101139.2,37.4,0.4194457,45182,0,35,,,,,,,
1,45183112,-0.001686334,-0.004657932,0.0048829,-0.3537065,-0.2885818,-9.618851,0,0,41.39379,1,1,1000,1000,
6,45186243,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,45199959,3,54706400,1974,8,1.39,12.9916539,80.2311265,3.43,0.104,0,0.463,1,,
1,45222919,-0.0002810632,0.002283148,0.007531782,-0.3692861,-0.2165987,-9.631247,0,0,41.39088,1,1,1000,1000,
5,45232948,6.44,25,0,0,,,,,,,,,,
1,45262880,0.003030927,0.00928834,0.009771598,-0.2670114,-0.2743984,-9.757196,0,0,41.38729,1,1,1000,1000,
4,45279906,-153,-343,91,63,-108,44,0,0,0,1,45279892,,,
5,45282942,6.74,25,0,0,,,,,,,,,,
3,45282984,0.4266837,101139,37.4,0.5695549,45282,0,35,,,,,,,
6,45286160,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,45302888,-0.003698754,0.009201791,0.002966154,-0.1921169,-0.2212853,-9.667928,0,0,41.38352,1,1,1000,1000,
5,45332901,6.93,25,0,0,,,,,,,,,,
1,45342846,-0.003252545,0.004992063,-0.01263156,-0.2300799,-0.168093,-9.628498,0,0,41.37938,1,1,1000,1000,
2,45380479,3,54706600,1974,8,1.39,12.9916539,80.2311265,3.39,0.074,0,0.437,1,,
4,45380543,-154,-343,90,63,-108,44,0,0,0,1,45380530,,,
1,45422930,-0.003603734,-0.005363247,-0.01514982,-0.3132135,-0.4305345,-9.618384,0,0,41.37114,1,1,1000,1000,
5,45432927,6.91,25,0,0,,,,,,,,,,
1,45462906,-0.004787654,-0.006423276,-0.01013864,-0.4017222,-0.5366388,-9.590364,0,0,41.36701,1,1,1000,1000,
4,45480214,-154,-341,93,63,-108,44,0,0,0,1,45480201,,,
5,45483069,6.93,25,0,0,,,,,,,,,,
3,45483110,0.2769205,101140.7,37.41,0.3131069,45483,0,35,,,,,,,
6,45485992,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,45503016,-0.003929887,-0.005088397,-0.0002567844,-0.5119079,-0.4475527,-9.584467,0,0,41.36316,1,1,1000,1000,
5,45532904,6.93,25,0,0,,,,,,,,,,
1,45542985,-0.002550855,-0.003906001,0.01601388,-0.5367797,-0.3752632,-9.636297,0,0,41.36057,1,1,1000,1000,
4,45580388,-150,-343,96,63,-108,44,0,0,0,1,45580375,,,
5,45582971,6.93,25,0,0,,,,,,,,,,
3,45583012,0.4040779,101139.3,37.41,-0.06439579,45583,0,35,,,,,,,
1,45583148,0.0001685433,0.002197413,0.0184461,-0.515473,-0.1787987,-9.608436,0,0,41.35782,1,1,1000,1000,
6,45586392,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,45600192,3,54706800,1974,9,0.87,12.9916539,80.2311268,3.44,0.126,0,0.6020001,1,,
1,45622915,-7.29E-05,0.001980806,0.003557661,-0.3946432,-0.1916978,-9.69161,0,0,41.35583,1,1,1000,1000,
5,45632877,6.93,25,0,0,,,,,,,,,,
1,45662980,0.002634991,-0.00275916,-0.01266877,-0.2589327,-0.122907,-9.683934,0,0,41.35439,1,1,1000,1000,
4,45680278,-151,-342,98,63,-108,44,0,0,0,1,45680265,,,
5,45683033,6.93,25,0,0,,,,,,,,,,
3,45683075,0.4747209,101138.5,37.42,-0.2054489,45683,0,35,,,,,,,
6,45686149,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,45702927,0.00513689,-0.002933554,-0.02015533,-0.08404882,-0.4347255,-9.871975,0,0,41.35221,1,1,1000,1000,
5,45732885,2.56,25,0,0,,,,,,,,,,
1,45743006,0.00413755,-0.008846464,-0.01236696,-0.04372041,-0.6622498,-9.837016,0,0,41.34977,1,1,1000,1000,
4,45780443,-152,-339,97,63,-108,44,0,0,0,1,45780429,,,
5,45782994,0.36,25,0,0,,,,,,,,,,
3,45783046,0.251489,101141,37.43,0.01494415,45783,0,35,,,,,,,
1,45783167,0.001860708,-0.003096123,0.001871648,-0.08192006,-0.5689023,-9.73556,0,0,41.34725,1,1,1000,1000,
6,45786250,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,45800233,3,54707000,1974,9,0.87,12.9916539,80.2311268,3.4,0.197,0,0.649,1,,
1,45822863,7.88E-05,-0.006418919,0.02465335,-0.1511543,-0.4581878,-9.616489,0,0,41.34513,1,1,1000,1000,
5,45832966,0.36,25,0,0,,,,,,,,,,
1,45862992,-0.001808684,-0.00364104,0.03509118,-0.3549481,-0.1932961,-9.617591,0,0,41.34323,1,1,1000,1000,
4,45880116,-151,-342,100,63,-108,44,0,0,0,1,45880103,,,
5,45882922,0.35,25,0,0,,,,,,,,,,
3,45882963,0.3051777,101140.4,37.43,0.08388856,45882,0,35,,,,,,,
6,45886007,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,45902855,-0.003643698,0.00187109,0.02062348,-0.4776542,0.004365765,-9.570314,0,0,41.34066,1,1,1000,1000,
5,45932933,0.39,25,0,0,,,,,,,,,,
1,45942848,-0.002654146,0.007765757,-0.004604025,-0.4562761,0.04267482,-9.59824,0,0,41.33718,1,1,1000,1000,
2,45980596,3,54707200,1974,8,0.87,12.9916538,80.231127,3.45,0.142,0,0.696,1,,
4,45980660,-152,-340,103,63,-108,44,0,0,0,1,45980647,,,
5,45983211,0.39,25,0,0,,,,,,,,,,
3,45983253,0.5510153,101137.6,37.43,-0.1562091,45983,0,35,,,,,,,
1,45983409,-4.44E-05,0.005285066,-0.02036216,-0.4204082,-0.1355409,-9.69224,0,0,41.33397,1,1,1000,1000,
6,45985990,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,46022885,-0.0005196099,0.00946323,-0.02649326,-0.3248994,-0.3565866,-9.74931,0,0,41.33054,1,1,1000,1000,
5,46033079,0.34,25,0,0,,,,,,,,,,
1,46062765,-0.003169325,0.002031621,-0.02814694,-0.2619167,-0.5349489,-9.701349,0,0,41.32733,1,1,1000,1000,
4,46080220,-151,-341,105,63,-108,44,0,0,0,1,46080207,,,
5,46082970,0.35,25,0,0,,,,,,,,,,
3,46083011,0.2486633,101141,37.44,-0.09140102,46083,0,35,,,,,,,
1,46142861,-0.004171418,-0.008776789,0.004039337,-0.2707707,-0.5714532,-9.640566,0,0,41.32151,1,1,1000,1000,
4,46180744,-147,-339,105,63,-108,44,0,0,0,1,46180544,,,
5,46182991,0.36,25,0,0,,,,,,,,,,
3,46183039,0.1949746,101141.6,37.45,0.1200931,46183,0,35,,,,,,,
1,46183182,-0.004705072,-0.01204287,0.01708588,-0.3671516,-0.3971241,-9.545731,0,0,41.3185,1,1,1000,1000,
6,46186239,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,46200120,3,54707400,1974,8,0.95,12.9916538,80.2311271,3.42,0.08400001,0,0.8840001,1,,
1,46222880,-0.001087198,-0.006965927,0.009658363,-0.453844,-0.2184442,-9.563776,0,0,41.31601,1,1,1000,1000,
5,46233563,0.38,25,0,0,,,,,,,,,,
1,46262799,0.002029863,-0.00530073,0.003713217,-0.4953249,-0.190602,-9.629519,0,0,41.31435,1,1,1000,1000,
4,46280163,-147,-342,107,63,-108,44,0,0,0,1,46280150,,,
5,46283045,0.41,25,0,0,,,,,,,,,,
3,46283087,0.4747209,101138.5,37.45,-0.1585074,46283,0,35,,,,,,,
6,46286104,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,46302910,0.004114262,-0.0007299343,0.003048864,-0.4112605,-0.3484784,-9.680821,0,0,41.31351,1,1,1000,1000,
5,46332889,0.33,25,0,0,,,,,,,,,,
1,46342888,6.82E-05,-0.001357846,0.005324867,-0.3398647,-0.315202,-9.7775,0,0,41.31506,1,1,1000,1000,
2,46380534,3,54707600,1974,8,0.95,12.9916537,80.2311276,3.48,0.143,0,0.883,1,,
4,46380598,-148,-341,107,63,-108,44,0,0,0,1,46380584,,,
5,46383077,0.36,25,0,0,,,,,,,,,,
3,46383163,0.4238579,101139.1,37.45,-0.2910478,46383,0,35,,,,,,,
1,46383307,-0.0003746236,0.005071299,0.001225918,-0.1162356,-0.3200797,-9.731556,0,0,41.31709,1,1,1000,1000,
6,46385984,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,46422918,-0.001828159,-0.0004883891,0.0006621932,-0.08417037,-0.2838545,-9.767014,0,0,41.31963,1,1,1000,1000,
5,46432912,1.17,25,0,0,,,,,,,,,,
1,46462909,0.003100896,0.004872937,0.00352347,-0.2304681,-0.3065656,-9.700732,0,0,41.32233,1,1,1000,1000,
4,46479875,-146,-341,104,63,-108,44,0,0,0,1,46479861,,,
5,46482937,6.41,25,0,0,,,,,,,,,,
3,46482978,0.3136549,101140.3,37.46,0.1969173,46482,0,35,,,,,,,
5,46532902,6.61,25,0,0,,,,,,,,,,
1,46542922,-0.002605686,-0.002752805,-0.009628007,-0.317423,-0.3947824,-9.686344,0,0,41.32602,1,1,1000,1000,
4,46580583,-146,-341,112,63,-108,44,0,0,0,1,46580569,,,
5,46582937,6.93,25,0,0,,,,,,,,,,
3,46583163,0.4803723,101138.4,37.46,0.4169972,46583,0,35,,,,,,,
1,46583339,-0.0009222222,0.005795346,-0.005570468,-0.4564679,-0.4083414,-9.503832,0,0,41.32698,1,1,1000,1000,
6,46585912,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
2,46600465,3,54707800,1974,8,0.95,12.9916537,80.2311277,3.47,0.251,0,1.244,1,,
1,46623092,-0.005015906,-0.002023902,0.008075761,-0.5406607,-0.38536,-9.570517,0,0,41.32704,1,1,1000,1000,
5,46633677,6.92,25,0,0,,,,,,,,,,
1,46662980,-0.005875935,0.006798287,0.01080136,-0.5657486,-0.242918,-9.582045,0,0,41.32702,1,1,1000,1000,
4,46680151,-144,-341,114,63,-108,44,0,0,0,1,46680138,,,
5,46682937,6.93,25,0,0,,,,,,,,,,
3,46682979,0.4521151,101138.7,37.47,0.1675016,46682,0,35,,,,,,,
6,46686068,1088,1088,1088,1088,0,0,0,0,0,0,0,0,0,0
1,46702906,-0.003026672,0.007389109,0.004174384,-0.5318975,-0.1747389,-9.641143,0,0,41.32814,1,1,1000,1000,
5,46732878,6.92,25,0,0,,,,,,,,,,
